group_id,post_id,comment_id,text,likes
182032975,1093389,1093415,"вчера глянула первую серию и отвечу честно: было действительно скучновато, но это также компенсировало появление гон ю и его шедевральная актерская игра. 
но меня поражают люди, которые к твиттере удивляются его актерскому мастерству. человек столько лет в индустрии, казалось бы, о наличии таланта уже даже заикаться не стоит, а они все удивляются..",24
182032975,1093355,1093368,"Open your eyes я бы ассоциировала исключительно с дебюткой nct u) 
А название хорошее, со смыслом",42
182032975,1093355,1093436,"Следующим будет ""close your ears"" & ""shut ur mouth"" ""be for real: we win"" ахахпх..",19
182032975,1093355,1093362,"Потом привыкните)
Можно коротко CYE",5
182032975,1093355,1093360,"Это типа ""потому что самые прекрасные вещи в жизни мы не видим, а чувствуем сердцем""?)
хз, нормальное название",2
182032975,1093289,1093294,У меня реально травма со скандала с юнги🚬,124
182032975,1093289,1093344,"Обвинения в адрес BTS уже давно были опровергнуты, и правда всегда была на их стороне. Эта ситуация лишь показывает, что успех группы настолько велик, что всегда найдутся те, кто захочет очернить их имя. Но мы знаем, что BTS достигли всего честным трудом, талантом и любовью к своим фанатам.

Мне обидно, что старые истории используют, чтобы навредить их репутации, но Арми всегда будут рядом. BTS заслуживают только уважения за свою работу и честность. Мы гордимся вами и всегда верим в вас BTS💜💪🏻",87
182032975,1093289,1093302,Ехо всегда были мутными какимито,84
182032975,1093289,1093301,Многие моменты нетизены и СМИ самостоятельно раздули до состояния скандала,68
182032975,1093289,1093327,"Юнги всегда показывал, что он невероятно искренний и честный человек. Даже в такой  ситуации он не стал скрывать произошедшее, а сразу признал свою ошибку и принес извинения. Это требует большого мужества и уважения к своим фанатам и окружающим.

Ошибки случаются у всех, ведь мы все люди, но важно, как человек справляется с ними. Юнги своей реакцией еще раз доказал, что он не только талантливый артист, но и человек с большим сердцем, который умеет нести ответственность за свои поступки.

Мы любим его не за идеальность, а за его человечность, искренность и способность учиться на своих ошибках. Юнги мы всегда будем с тобой, поддерживать тебя в любых обстоятельствах. Ты для нас пример силы и честности💙",67
182032975,1093283,1093286,Только 2 выжило.. 179 человек.. Соболезнование родным🙏🙏,192
182032975,1093283,1093310,"каждый год случается что-то страшное и катострафическое, и каждый год люди пишут что-то про карму, самый ужасный год и т.д. 

шутка не шутка, но выглядит максимально нелепо и не к месту
а жертв жалко. такие катастрофы (как и другие в принципе) очень страшны",131
182032975,1093283,1093319,"Год кармы, как смешно. Люди совсем уже поехали со своей псевдонаукой, давайте вернемся в средневековье и будем сжигать неугодных по тупым причинам типа знака зодиака и во всем винить Богов, а не людей и случайное неудачное стечение обстоятельств. Каждый день умирают миллионы и это тоже их карма?",126
182032975,1093283,1093284,Какой ужас( бедные люди.,86
182032975,1093283,1093298,вчера в Казахстане Сегодня в Корее 🤦🏻‍♀️😢 Выражаю соболезнования родным🤲🏻 Теперь я боюсь садиться в самолет😶,73
182032975,1093229,1093231,"Мало кто знает, но есть лишь один ученый, которому удалось клонировать человека☺",150
182032975,1093229,1093238,"Дело тут не в этике, потому как люди слишком жадные. И если б возможно было вырастить себе новое сердце и новые нервные окончания, то мало кого интересовала бы этика. Мы все такие хорошие и правильные, пока беда не коснется нас и наших близких. Просто весь этот замут со стволовыми клетками оказался намного сложнее, чем люди представляли себе. Хотя, может быть, я ошибаюсь, и где-то уже сейчас есть «Остров» с клонами богачей в качестве запасных деталей)))",89
182032975,1093229,1093237,"В тт видела как девушка клонировала свою погибшую кошку и она 1 в 1, как прошлая. Понять можно, но для меня это странно, ведь ты любишь именно то животное, что было с тобой тогда…",53
182032975,1093229,1093234,"Какие правильные слова. Очень жаль, что такое происходило в реальном современном мире. Настолько националистическая гордыня велика у этого народа, я в шоке со статьи и с последствит. И спасибо за статью",32
182032975,1093229,1093268,"По-моему, он и в Россию приезжал, обещал якутским учёным клонировать мамонта",7
182032975,1093149,1093160,Эти глаза невозможно забыть,127
182032975,1093149,1093165,Она была очень красивая,92
182032975,1093149,1093189,"Лучшая Джульетта😭😭😭
Земля пухом😭",10
182032975,1093149,1093176,"Боже я так испугалась заголовка, вспоминала у кого в к-поп имя Оливия...",4
182032975,1093149,1093182,"Да ладно.... Земля ей пухом, так жалко",3
182032975,1093126,1093304,"под пост про ньюджинс и аэропорт зайти — как в дерьмо окунуться. потом ру-комментаторы будут жаловаться, что к-нетизены, которых уже в этом паблике переводят, злые и ужасные, но сами при этом не лучше. 🫡",7
182032975,1093126,1093198,"Надеюсь, меня в аньен забанят за плохое поведение😊",0
182032975,1093126,1093549,"Почему в ситуации в аэропорту с НД опять виноваты другие? Видно же, что там фанаты неадекватно себя вели. Фандом большой, несколько ненормальных (а то и много) найдется. К сожалению, через это проходят многие популярные группы, нужно или усилить охрану, или на уровне закона запретить это (но это на грани фантастики)",0
182032975,1093035,1093061,"Pann это помойка для хейтерских комментов. И нашли крайнего в лице Хайба, ага😂
Закроем глаза на заказуху какао и см. Все святые кроме Хайба",147
182032975,1093035,1093039,"^Все фанаты айдолов знают, кто стоит за негативной принудительной вирусностью, даже если так, давайте притворимся, что мы не знаем...^",144
182032975,1093035,1093080,"Панн давно известен как площадка для хейтеров. 
Достаётся и мужским и женским группам. 
Но смешно, что даже здесь решили приплести хайб, когда буквально недавно был пост с панн, где комментаторы оправдывали травлю на ЛСФ. Вот про них я не помню положительных статей, увы. Впрочем, как и на зеку, где главенствуют определённые фд и штампуют комментарии в сторону Серафимок, Айлит и так далее. 
Но это неудивительно, учитывая недавнюю информацию мхд и нанятом ею пиар агентстве (услугами которыми пользовались ещё см, клепая статьи про хайб). 

Только вот паннчоа не переведёт про это статьи)

 upd. Специально прошлась по недавним статьям. 
Комментаторы боготворят Карину, поддерживают НД и (снова) бросаются на Айлит с ЛСФ. 
Если Хайб и за это заплатил, то передайте ему, что деньги уходят не туда, не за тех артистов уплочено 🙂",125
182032975,1093035,1093038,"По-моему, панн—это площадка для ненависти, там хейтят абсолютно всех",121
182032975,1093035,1093041,"Статьи Карины штампируют ночью,а на утро уже появляется список в топе форума с одинаковым колличеством лайков.

Хейт Карины слишком форсированный, айдол аллраундер, внешность, звёздный фактор, характер.Не участвует не в каких разборках даже косвенно.
Буквально ноль смысла хейта",121
162413784,1411279,1411286,"Севен хитяра, помню как вчера этот дебют
Уже второй год в чартах",33
162413784,1411279,1411290,Невероятно успешный и трудолюбивый Чонгуки 💜заслужил свой золотой успех 💜,9
162413784,1411279,1411293,Ну так легенда💜👑,6
162413784,1411279,1411283,,3
162413784,1411279,1411284,💜💜💜,2
162413784,1411271,1411278,"меня бесит, когда пишут, что хотят такие худые тела как у айдолов, восхищаются фигурами, не понимая какой это вред для здоровья. а потом ещё и говорят, что та же чонен поправилась из-за болезни и не заслуживает быть айдолкой, потому что они должны быть идеальными и всё.",75
162413784,1411271,1411301,"На днях читала новости о китайской актрисе Чжао Лусы  которая сейчас в больнице предположительно из-за экстремального похудения в условиях неадекватно загруженого графика, она настолько загоняла себя бесконечными съёмками и диетами до 35кг что организм уже просто не выдержал. Из-за хейта в сторону её внешности она довела себя до такого  истощения что даже не может ходить и говорить. 
Она моя любимая актриса, безумно талантливая, я очень переживаю за неё.
Эти неадекватные стандарты доводят людей до пугающего саморазрушения.",26
162413784,1411271,1411274,"Как человек, который сама пережила процесс потери веса, мне очень больно читать такие истории. С одной стороны, я восхищаюсь их упорством и трудом, но с другой — шокируюсь тем, как индустрия красоты и K-pop ставит артистов в такие экстремальные условия. Потеря 20 кг для меня была сложным, но осознанным процессом: я старалась следить за своим здоровьем, сбалансировать питание и заниматься спортом. Читать, что айдолы доводят себя до анорексии, обмороков и серьёзных болезней, чтобы соответствовать жестоким стандартам, — это ненормально. Эти нереалистичные формулы, типа “рост минус 120”, совершенно абсурдны и губительны. Вместо того чтобы ценить их талант и харизму, общество фокусируется на внешности, что разрушает их физическое и ментальное здоровье.
Мне хочется, чтобы стандарты красоты менялись, и чтобы индустрия поддерживала артистов в заботе о себе, а не заставляла их жертвовать своим телом и душой ради чужих ожиданий. Мы, как фанаты, должны поддерживать их за то, какие они есть, а не требовать нереальных идеалов.",17
162413784,1411271,1411276,О чем вообще думает начальство когда заставляет идти на такое и доводят девочек до скорой и больниц,7
162413784,1411271,1411297,"Как же это ужасно, спасибо девушкам за открытый разговор об этом, хорошо, что создаются такие фильмы. Очень надеюсь, что будут какие-то подвижения, хотя бы по чуть-чуть. Это очень нездорОво и опасно для здоровья, не понимаю вообще этого культа и этого зацикливания на цифрах (у кого о банально тяжелая кость или мышцы, которые тяжелее жира)",6
162413784,1411196,1411224,👍👍👍,0
162413784,1411191,1411192,"Команда Берни сейчас выглядит как настоящая «пси-операция», потому что ни одно из их действий так и не принесло никакой пользы для их стороны. Их главное достижение — обращение в Национальную Ассамблею (NA) — лишь привлекло негативное внимание к Ханни, а все подозрительные действия HYBE, которые, по слухам, были посеяны пиар-кампанией Маccol, теперь по одному опровергаются благодаря самим петициям команды Берни😂",183
162413784,1411191,1411211,"Это правда забавно
Уже второй случай, когда по жалобам фанатов нд и мхд выходит опровержение, такими темпами эти фанаты добьются того, что Хайб признают вообще самым самым😂
Это из категории «хотели как лучше, а получилось как всегда…» только по отношению к себе. Высшее проявление медвежьей услуги для тех, кого как предполагается оно хотели защитить этими жалобами и петициями. 
Но одно ясно как день, если бы не жалобы эти, у фанатов было бы куча поводов для спекуляций в дальнейшем, они сами лишили себя этого…и дали хайбу возможность опровергнуть «косвенные» обвинения через гос инстанции и регуляторов на законных основаниях. Это фиаско…🥹",170
162413784,1411191,1411195,Спасибо баннисам за помощь в восстановлении репутации хайба😊,164
162413784,1411191,1411199,Спасибо ещё раз всем банисам за помощь в восстановлении репутации  хайб. Они помогают уже в 3 раз 🌸,121
162413784,1411191,1411207,"Как я говорила ранее: обошлись фигово? Собирай доказательства и топай в суд. Если бы там было что-то из ряда вон, то Хайбу влетело бы. А так… только себе хуже сделали.
Да фанаты будут кричать всё купили, использовали лазейки и тд. Но с другой стороны известны случаи, когда доказана вина компании была и был суд. А не как тут: ляля.
Терпеть не могу беспочвенное трепание языком.
Конечно с января начнется новый сезон разбирательств и прочего, но это уже будет немного другая история.
Главное, что эта позади.",109
162413784,1411119,1411123,нормально....заканчиваем год проебами😂,491
162413784,1411119,1411128,"""Актёр был очень шокирован, и он глубоко сожалеет о том, что допустил такую ошибку в сложившейся ситуации.."" ну еще бы😆 мы бы все паничку словили если б так..промахнулись🙃😨😂",289
162413784,1411119,1411121,Ой как неловко ааххаха,178
162413784,1411119,1411122,"То, что у него есть это в телефоне, не удивительно. Man есть man",151
162413784,1411119,1411136,Инста такая сложная © Мин Юнги,128
33654179,2917321,2917323,"Фанаты НД уже третий раз постарались для компании, молодцы👍🏻👍🏻👍🏻
Пожалуйста, продолжайте повышать репутацию Хайбу✊🏻😂",67
